,P_arrival_sample,P_arrival_time,Pg_arrival_sample,Pg_arrival_time,Pn_arrival_sample,Pn_arrival_time,S_arrival_sample,S_arrival_time,Sg_arrival_sample,Sg_arrival_time,Sn_arrival_sample,Sn_arrival_time,channels,noise_rms,p_rms,path_azimuth_deg,path_ep_distance_deg,path_takeoff_angle_deg,s_rms,source_depth_km,source_id,source_latitude_deg,source_longitude_deg,source_magnitude,source_origin_time,station_code,station_elevation_m,station_latitude_deg,station_longitude_deg,station_network_code,trace_category,trace_start_time,filename,example_name
10,10513.046199999999,2018-12-23T23:53:12.680000Z,NaN,NaN,10463.046199999999,2018-12-23T23:53:12.180000Z,14545.046199999999,2018-12-23T23:53:53.000000Z,NaN,NaN,14653.0462,2018-12-23T23:53:54.080000Z,['BH1' 'BH2' 'BHZ'],7.121598600916592,9.118600656420082,248.438,3.701,NaN,14.241359546501881,31.013099999999998,origid=614881283,54.5194,164.3566,4.54,2018-12-23T23:52:19.550000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-23T23:51:27.549538Z,100_CREW.hdf5,IU.PET.BH_origid=614881283
11,11314.0462,2018-12-23T23:56:30.910000Z,NaN,NaN,11334.0462,2018-12-23T23:56:31.110000Z,15323.046199999999,2018-12-23T23:57:11.000000Z,NaN,NaN,15365.0462,2018-12-23T23:57:11.420000Z,['BH1' 'BH2' 'BHZ'],8.220903557336074,7.604314998261397,249.013,3.676,NaN,14.065147965661875,10.424,origid=614881284,54.4754,164.34099999999995,4.28,2018-12-23T23:55:34.440000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-23T23:54:37.769538Z,100_CREW.hdf5,IU.PET.BH_origid=614881284
12,11448.0463,2018-12-24T08:44:12.130000Z,NaN,NaN,11495.0463,2018-12-24T08:44:12.600000Z,15338.0463,2018-12-24T08:44:51.030000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],8.271617049996859,5.668931013966325,248.173,3.658,NaN,13.385694924304453,6.8315,origid=614881339,54.5159,164.2806,4.53,2018-12-24T08:43:15.300000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-24T08:42:17.649537Z,100_CREW.hdf5,IU.PET.BH_origid=614881339
13,11456.0462,2018-12-24T10:42:36.310000Z,NaN,NaN,11435.046199999999,2018-12-24T10:42:36.100000Z,15376.046199999999,2018-12-24T10:43:15.510000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],1.5553812317521274,3.5822395681871795,248.467,3.664,NaN,15.083475411396195,17.1513,origid=614881351,54.5015,164.3007,5.44,2018-12-24T10:41:40.190000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-24T10:40:41.749538Z,100_CREW.hdf5,IU.PET.BH_origid=614881351
14,9717.0462,2018-12-24T12:06:50.050000Z,NaN,NaN,9729.0462,2018-12-24T12:06:50.170000Z,14236.0462,2018-12-24T12:07:35.240000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],2.211455292040287,3.404016837924799,239.135,4.12,NaN,14.062438022908088,8.5365,origid=614881365,55.2801,164.5133,4.61,2018-12-24T12:05:46.280000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-24T12:05:12.879538Z,100_CREW.hdf5,IU.PET.BH_origid=614881365
15,10907.0461,2018-12-24T12:13:03.170000Z,NaN,NaN,NaN,NaN,15397.0461,2018-12-24T12:13:48.070000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],9.808813501603282,9.533736711519557,239.21,4.148,NaN,17.71050669375561,22.0,origid=614881368,55.292,164.5578,3.72,2018-12-24T12:12:00.600000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-24T12:11:14.099539Z,100_CREW.hdf5,IU.PET.BH_origid=614881368
16,9919.046199999999,2018-12-24T12:15:58.880000Z,NaN,NaN,NaN,NaN,14388.046199999999,2018-12-24T12:16:43.570000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],11.411922993647753,13.031727756296075,238.889,4.125,NaN,15.000514669380916,22.0,origid=614881370,55.2975,164.5054,3.64,2018-12-24T12:14:56.660000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-24T12:14:19.689538Z,100_CREW.hdf5,IU.PET.BH_origid=614881370
17,11994.046199999999,2018-12-24T12:24:38.100000Z,NaN,NaN,NaN,NaN,16462.0462,2018-12-24T12:25:22.780000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],18.323443502578442,12.977289120879934,238.779,4.142,NaN,13.095656053922655,22.0,origid=614881373,55.3135,164.5217,3.48,2018-12-24T12:23:35.280000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-24T12:22:38.159538Z,100_CREW.hdf5,IU.PET.BH_origid=614881373
18,10615.0462,2018-12-24T12:35:58.390000Z,NaN,NaN,10642.0462,2018-12-24T12:35:58.660000Z,15106.0462,2018-12-24T12:36:43.300000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],7.505708281795023,12.290335100626827,239.266,4.122,NaN,16.20580437124139,22.0,origid=614881375,55.2732,164.5233,4.37,2018-12-24T12:34:56.350000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-24T12:34:12.239538Z,100_CREW.hdf5,IU.PET.BH_origid=614881375
19,10022.0462,2018-12-24T12:42:22.210000Z,NaN,NaN,9981.0462,2018-12-24T12:42:21.800000Z,14601.046199999999,2018-12-24T12:43:08.000000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],0.05914974054455802,0.8668447959360459,238.56,4.077,NaN,16.87596752318164,15.504700000000001,origid=614881377,55.2882,164.4167,5.96,2018-12-24T12:41:19.870000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-24T12:40:41.989538Z,100_CREW.hdf5,IU.PET.BH_origid=614881377
20,9528.0462,2018-12-24T13:22:32.430000Z,NaN,NaN,9586.0462,2018-12-24T13:22:33.010000Z,13524.0462,2018-12-24T13:23:12.390000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],7.897095756956034,7.457629872245073,245.735,3.643,NaN,14.274031923840047,17.437099999999997,origid=614881384,54.6468,164.1562,4.83,2018-12-24T13:21:36.460000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-24T13:20:57.149538Z,100_CREW.hdf5,IU.PET.BH_origid=614881384
21,10398.046100000001,2018-12-24T13:27:55.770000Z,NaN,NaN,NaN,NaN,14371.046100000001,2018-12-24T13:28:35.500000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],10.680699471991758,14.553604007120509,247.956,3.647,NaN,18.32583073417536,3.1378000000000004,origid=614881386,54.5231,164.2541,3.48,2018-12-24T13:26:58.210000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-24T13:26:11.789539Z,100_CREW.hdf5,IU.PET.BH_origid=614881386
22,10730.046199999999,2018-12-24T13:47:38.260000Z,NaN,NaN,NaN,NaN,15205.0462,2018-12-24T13:48:23.010000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],9.248425105695945,11.01936689378709,239.055,4.142,NaN,15.659375497999399,25.1112,origid=614881387,55.2972,164.5385,3.7,2018-12-24T13:46:36.020000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-24T13:45:50.959538Z,100_CREW.hdf5,IU.PET.BH_origid=614881387
23,9197.0461,2018-12-24T14:38:27.030000Z,NaN,NaN,9172.0461,2018-12-24T14:38:26.780000Z,13826.0461,2018-12-24T14:39:13.320000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],14.027856321658925,12.069372547896808,238.815,4.164,NaN,16.37817273404222,22.0,origid=614881392,55.3247,164.55599999999995,3.77,2018-12-24T14:37:24.090000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-24T14:36:55.059539Z,100_CREW.hdf5,IU.PET.BH_origid=614881392
24,11191.046199999999,2018-12-24T15:04:35.270000Z,NaN,NaN,11100.0462,2018-12-24T15:04:34.360000Z,15163.046199999999,2018-12-24T15:05:14.990000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],15.007920923547454,18.46041198207609,247.126,3.703,NaN,10.657074936141557,22.55,origid=614881398,54.5963,164.3069,4.21,2018-12-24T15:03:39.390000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-24T15:02:43.359538Z,100_CREW.hdf5,IU.PET.BH_origid=614881398
25,10997.0462,2018-12-24T15:26:14.710000Z,NaN,NaN,10996.0462,2018-12-24T15:26:14.700000Z,15388.046199999999,2018-12-24T15:26:58.620000Z,NaN,NaN,15476.046199999999,2018-12-24T15:26:59.500000Z,['BH1' 'BH2' 'BHZ'],2.097066739532008,5.7509624112852,238.654,4.0310000000000015,NaN,13.631435675357176,11.9904,origid=614881401,55.2555,164.357,4.53,2018-12-24T15:25:12.110000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-24T15:24:24.739538Z,100_CREW.hdf5,IU.PET.BH_origid=614881401
26,9889.0462,2018-12-24T15:35:49.950000Z,NaN,NaN,NaN,NaN,14396.0462,2018-12-24T15:36:35.020000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],11.04189375910243,9.479298377782547,238.571,4.171,NaN,11.827197661646084,29.530900000000003,origid=614881403,55.3432,164.5506,3.6,2018-12-24T15:34:48.380000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-24T15:34:11.059538Z,100_CREW.hdf5,IU.PET.BH_origid=614881403
27,10262.0462,2018-12-24T15:51:07.390000Z,NaN,NaN,10229.0462,2018-12-24T15:51:07.060000Z,14360.046199999999,2018-12-24T15:51:48.370000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],10.68849298725573,9.95521448987971,245.546,3.689,NaN,21.016121203089707,25.0,origid=614881405,54.6798,164.2177,4.18,2018-12-24T15:50:11.430000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-24T15:49:24.769538Z,100_CREW.hdf5,IU.PET.BH_origid=614881405
28,9011.0462,2018-12-24T16:38:41.360000Z,NaN,NaN,NaN,NaN,13516.046199999999,2018-12-24T16:39:26.410000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],11.936830088621733,10.192191151428284,238.951,4.131,NaN,16.031752293725724,22.0,origid=614881409,55.2972,164.5173,3.59,2018-12-24T16:37:39.140000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-24T16:37:11.249538Z,100_CREW.hdf5,IU.PET.BH_origid=614881409
29,10644.046199999999,2018-12-24T17:44:29.100000Z,NaN,NaN,10514.0462,2018-12-24T17:44:27.800000Z,15019.046199999999,2018-12-24T17:45:12.850000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],10.971495979528,8.59476436971964,238.693,3.972,NaN,14.0397634041304,10.0,origid=614881417,55.2187,164.2758,4.49,2018-12-24T17:43:26.670000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-24T17:42:42.659538Z,100_CREW.hdf5,IU.PET.BH_origid=614881417
30,10157.0462,2018-12-24T18:49:26.160000Z,NaN,NaN,NaN,NaN,14288.046199999999,2018-12-24T18:50:07.470000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],9.569269243189959,15.02766607856732,247.505,3.868,NaN,12.154468920403929,9.899299999999998,origid=614881420,54.65,164.5756,3.63,2018-12-24T18:48:24.050000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-24T18:47:44.589538Z,100_CREW.hdf5,IU.PET.BH_origid=614881420
31,11067.0461,2018-12-24T20:54:02.660000Z,NaN,NaN,10999.0461,2018-12-24T20:54:01.980000Z,15622.0461,2018-12-24T20:54:48.210000Z,NaN,NaN,15686.0461,2018-12-24T20:54:48.850000Z,['BH1' 'BH2' 'BHZ'],10.418541244471061,11.339925398547356,244.362,4.338,NaN,12.20380211847309,34.0,origid=614881431,55.0763,165.135,4.15,2018-12-24T20:52:59.270000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-24T20:52:11.989539Z,100_CREW.hdf5,IU.PET.BH_origid=614881431
32,9152.046199999999,2018-12-24T23:28:04.690000Z,NaN,NaN,NaN,NaN,13640.0462,2018-12-24T23:28:49.570000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],12.21401410651924,12.66675104385545,239.145,4.154,NaN,17.452207459525653,22.0,origid=614881449,55.2993,164.5623,3.54,2018-12-24T23:27:02.220000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-24T23:26:33.169538Z,100_CREW.hdf5,IU.PET.BH_origid=614881449
33,10192.0461,2018-12-25T09:23:59.420000Z,NaN,NaN,10139.0461,2018-12-25T09:23:58.890000Z,14226.0461,2018-12-25T09:24:39.760000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],12.569884234702583,7.394295913919069,247.905,3.647,NaN,14.523507934122629,17.0,origid=614881499,54.5261,164.2524,4.2,2018-12-25T09:23:03.390000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-25T09:22:17.499539Z,100_CREW.hdf5,IU.PET.BH_origid=614881499
34,10179.0462,2018-12-25T15:39:30.610000Z,NaN,NaN,10120.0462,2018-12-25T15:39:30.020000Z,14455.0462,2018-12-25T15:40:13.370000Z,NaN,NaN,14280.0462,2018-12-25T15:40:11.620000Z,['BH1' 'BH2' 'BHZ'],13.638076026103368,13.839845650775972,245.17,4.043,NaN,14.01641478184633,27.3811,origid=614881533,54.8755,164.7333,4.11,2018-12-25T15:38:29.470000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-25T15:37:48.819538Z,100_CREW.hdf5,IU.PET.BH_origid=614881533
35,9686.0462,2018-12-25T17:25:22.090000Z,NaN,NaN,9649.046199999999,2018-12-25T17:25:21.720000Z,14117.046199999999,2018-12-25T17:26:06.400000Z,NaN,NaN,14024.0462,2018-12-25T17:26:05.470000Z,['BH1' 'BH2' 'BHZ'],6.520616105993037,6.492132133762107,236.65,4.02,NaN,15.211037937622004,8.536700000000002,origid=614881539,55.3614,164.2159,4.44,2018-12-25T17:24:18.100000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-25T17:23:45.229538Z,100_CREW.hdf5,IU.PET.BH_origid=614881539
36,9032.0462,2018-12-26T04:51:31.180000Z,NaN,NaN,NaN,NaN,13569.046199999999,2018-12-26T04:52:16.550000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],7.364302304866627,14.347382341640108,238.239,4.138,NaN,12.444830029241945,22.0,origid=614881590,55.3426,164.4819,3.39,2018-12-26T04:50:28.760000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-26T04:50:00.859538Z,100_CREW.hdf5,IU.PET.BH_origid=614881590
37,11871.0461,2018-12-26T05:35:50.240000Z,NaN,NaN,11745.0461,2018-12-26T05:35:48.980000Z,16377.046100000001,2018-12-26T05:36:35.300000Z,NaN,NaN,16298.0461,2018-12-26T05:36:34.510000Z,['BH1' 'BH2' 'BHZ'],11.068097304074445,9.056466435006458,239.304,4.144,NaN,10.92421040921136,35.0,origid=614881591,55.2839,164.5573,3.94,2018-12-26T05:34:49.190000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-26T05:33:51.529539Z,100_CREW.hdf5,IU.PET.BH_origid=614881591
38,11982.0462,2018-12-26T08:02:10.170000Z,NaN,NaN,NaN,NaN,16227.0462,2018-12-26T08:02:52.620000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],17.752836533872333,14.278481843819828,245.467,4.01,NaN,9.913689095187584,31.2724,origid=614881606,54.8412,164.6988,3.69,2018-12-26T08:01:09.880000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-26T08:00:10.349538Z,100_CREW.hdf5,IU.PET.BH_origid=614881606
39,9521.0462,2018-12-26T16:04:33.530000Z,NaN,NaN,9453.0462,2018-12-26T16:04:32.850000Z,13961.0462,2018-12-26T16:05:17.930000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],9.899405707704167,10.051566633312875,237.363,4.112,NaN,16.594998207142382,22.0,origid=614881641,55.378,164.3908,4.2,2018-12-26T16:03:30.890000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-26T16:02:58.319538Z,100_CREW.hdf5,IU.PET.BH_origid=614881641
40,11388.0461,2018-12-26T17:05:13.560000Z,NaN,NaN,NaN,NaN,15243.046100000001,2018-12-26T17:05:52.110000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],9.321616554716083,14.827128106053989,247.38,3.629,NaN,8.470876800988288,10.0,origid=614881646,54.5479,164.2041,3.56,2018-12-26T17:04:16.090000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-26T17:03:19.679539Z,100_CREW.hdf5,IU.PET.BH_origid=614881646
41,9646.0462,2018-12-26T19:50:29.090000Z,NaN,NaN,NaN,NaN,11788.046199999999,2018-12-26T19:50:50.510000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],9.718368303047455,11.142562232125174,5.138,1.837,NaN,14.012211097266443,47.8693,origid=614881657,51.1978,158.3808,3.46,2018-12-26T19:49:59.830000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-26T19:48:52.629538Z,100_CREW.hdf5,IU.PET.BH_origid=614881657
42,9841.046199999999,2018-12-26T23:40:06.280000Z,NaN,NaN,9844.046199999999,2018-12-26T23:40:06.310000Z,14373.046199999999,2018-12-26T23:40:51.600000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],12.22163172875979,9.890063216527532,239.374,4.126,NaN,13.266700462402781,22.0,origid=614881674,55.2691,164.5355,4.19,2018-12-26T23:39:04.540000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-26T23:38:27.869538Z,100_CREW.hdf5,IU.PET.BH_origid=614881674
43,11892.0462,2018-12-27T02:23:46.790000Z,NaN,NaN,11791.046199999999,2018-12-27T02:23:45.780000Z,16233.0462,2018-12-27T02:24:30.200000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],11.274752979497945,10.28598686393498,244.321,4.045,NaN,15.765516774008864,37.503,origid=614881686,54.9285,164.6938,4.05,2018-12-27T02:22:45.530000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-27T02:21:47.869538Z,100_CREW.hdf5,IU.PET.BH_origid=614881686
44,9641.046199999999,2018-12-27T10:16:26.250000Z,NaN,NaN,9598.0462,2018-12-27T10:16:25.820000Z,14086.0462,2018-12-27T10:17:10.700000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],5.349881767284384,6.405819963478983,237.903,4.092,NaN,16.062689280141754,37.930699999999995,origid=614881734,55.3345,164.3959,4.48,2018-12-27T10:15:25.910000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-27T10:14:49.839538Z,100_CREW.hdf5,IU.PET.BH_origid=614881734
45,11376.0462,2018-12-27T14:35:56.330000Z,NaN,NaN,NaN,NaN,16017.046199999999,2018-12-27T14:36:42.740000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],10.833010760103639,16.780414237368134,238.30900000000003,4.133,NaN,9.559568128963665,22.0,origid=614881752,55.3356,164.4794,3.66,2018-12-27T14:34:54.960000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-27T14:34:02.569538Z,100_CREW.hdf5,IU.PET.BH_origid=614881752
46,10995.0462,2018-12-27T18:55:13.720000Z,NaN,NaN,10916.046199999999,2018-12-27T18:55:12.930000Z,13433.0462,2018-12-27T18:55:38.100000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],13.080857032875475,12.46530254255845,359.769,2.106,NaN,11.907060147685145,42.2584,origid=614881784,50.9217,158.6671,4.3,2018-12-27T18:54:40.350000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-27T18:53:23.769538Z,100_CREW.hdf5,IU.PET.BH_origid=614881784
47,10197.0462,2018-12-28T05:05:07.100000Z,NaN,NaN,NaN,NaN,12687.0462,2018-12-28T05:05:32.000000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],17.519540527175767,14.061182560041116,14.731,2.221,NaN,16.87842731083395,52.1117,origid=614881823,50.8833,157.7185,3.38,2018-12-28T05:04:32.160000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-28T05:03:25.129538Z,100_CREW.hdf5,IU.PET.BH_origid=614881823
48,9970.0462,2018-12-29T02:37:10.010000Z,NaN,NaN,10066.046199999999,2018-12-29T02:37:10.970000Z,13967.046199999999,2018-12-29T02:37:49.980000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],13.89121514284057,12.912169443332726,248.175,3.678,NaN,10.218593644306914,17.0,origid=614881911,54.5244,164.3103,4.31,2018-12-29T02:36:14.970000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-29T02:35:30.309538Z,100_CREW.hdf5,IU.PET.BH_origid=614881911
49,9841.046400000001,2018-12-30T02:46:53.200000Z,NaN,NaN,9871.0464,2018-12-30T02:46:53.500000Z,13820.046400000001,2018-12-30T02:47:32.990000Z,NaN,NaN,NaN,NaN,['BH1' 'BH2' 'BHZ'],15.037468473549083,14.249743779205986,245.969,3.643,NaN,15.330867751020687,16.9938,origid=614882029,54.6339,164.1666,4.19,2018-12-30T02:45:58.080000Z,PET,110.0,53.0233,158.6499,IU,earthquake,2018-12-30T02:45:14.789536Z,100_CREW.hdf5,IU.PET.BH_origid=614882029
